,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
1071,72.0,170,76.0,31.0,6,11,9,6,9,7,11,14,14,11,10,10,15,14,11,7.199,2.551,6.624,0.466,1.076,3.151,0.341,1.476,3.476,0.425,1.024,1.473,0.695,0.7,1.349,2.049,3.799,1.175,0.024,4.323,2.55,-2.326,15.302,1.451,1.751,1.5,0.449,0.725,0.619,0.276,0.676,0.408,0.75,2.075,0.361,51.038,51.591,10.35,4.375,10.526,0.491,1.597,5.551,0.288,2.775,4.975,0.558,1.076,1.25,0.861,0.374,0.574,0.652,1.324,3.15,0.42,-3.2,-0.5,-3.8,0.495,0.476,0.222,3.2,5.9,4.6,23.2,2.3,0.1,37.3,20.3
1072,72.0,180,73.25,29.5,7,13,14,15,11,8,14,12,14,19,17,11,13,6,12,14.167,5.311,11.333,0.524,1.262,3.478,0.363,4.046,7.857,0.515,2.286,3.049,0.75,0.57,2.146,2.716,5.907,0.761,0.213,3.452,2.931,5.31,9.96,4.807,2.929,2.717,2.0,2.975,0.672,0.408,0.737,0.554,1.643,4.144,0.396,54.619,54.347,10.001,4.19,9.809,0.51,1.618,4.189,0.386,2.57,5.622,0.457,0.857,1.192,0.719,0.452,0.761,0.594,1.261,3.666,0.344,1.9,0.4,2.3,0.559,0.307,0.269,2.3,8.2,5.3,37.3,1.4,0.7,21.4,26.6
1073,76.0,200,85.0,31.5,5,8,16,13,5,5,15,5,16,9,13,6,16,14,11,14.406,5.309,10.856,0.558,1.499,3.977,0.377,3.811,6.88,0.554,2.286,3.334,0.686,0.855,1.597,2.452,4.57,1.407,0.118,3.786,2.477,1.976,10.894,4.714,3.142,2.858,1.882,2.501,0.752,0.476,0.809,0.588,1.45,3.574,0.406,58.628,58.486,8.835,3.761,9.048,0.488,1.31,4.38,0.299,2.453,4.668,0.525,0.809,0.927,0.873,0.309,0.739,0.418,1.335,3.0,0.445,0.3,0.9,1.2,0.585,0.366,0.307,3.3,6.1,4.7,25.8,2.4,0.4,23.5,24.7
1074,74.5,195,75.0,28.0,10,8,11,7,6,4,5,12,10,11,7,6,10,7,10,2.201,0.801,2.026,0.451,0.224,0.974,0.23,0.574,1.049,0.547,0.374,0.65,0.575,0.276,0.699,0.975,1.376,0.051,0.024,1.426,1.102,1.298,9.884,0.798,0.55,0.849,0.15,0.175,0.857,0.251,0.453,0.554,0.175,0.425,0.412,18.351,18.453,4.224,1.8,3.924,0.538,0.626,1.725,0.363,1.175,2.2,0.534,0.323,0.425,0.76,0.223,0.326,0.684,0.626,1.45,0.432,-3.0,-1.1,-4.1,0.476,0.481,0.321,3.4,8.1,5.8,21.2,0.3,0.2,38.1,18.5
1075,74.0,210,78.25,34.0,12,11,7,13,9,8,10,7,14,13,7,9,16,17,11,9.244,3.364,6.755,0.502,0.049,0.34,0.144,3.316,6.414,0.517,2.465,3.539,0.697,0.706,2.122,2.828,4.634,1.562,0.097,3.512,2.243,4.121,9.503,2.78,1.66,2.708,0.756,1.001,0.755,0.611,1.245,0.491,1.925,4.172,0.461,57.418,57.12,10.733,4.463,10.317,0.52,1.804,5.0,0.361,2.658,5.318,0.5,0.855,1.074,0.796,0.489,0.682,0.717,1.316,3.562,0.369,-0.9,0.2,-0.8,0.556,0.05,0.524,2.9,7.7,5.4,23.7,2.7,0.3,29.7,18.7
1076,74.0,195,78.0,25.0,8,13,12,11,4,5,9,6,11,10,8,10,13,10,12,4.067,1.488,3.421,0.542,0.731,1.753,0.417,0.757,1.666,0.454,0.356,0.643,0.554,0.11,0.423,0.533,1.221,0.222,0.021,1.532,1.199,0.021,13.253,0.934,1.177,0.601,0.221,0.288,0.767,0.244,0.288,0.847,0.289,1.087,0.266,22.482,22.412,5.666,2.378,4.8,0.59,0.912,2.311,0.395,1.468,2.489,0.59,0.643,0.755,0.852,0.156,0.2,0.78,0.666,1.533,0.434,-2.7,-2.9,-5.5,0.549,0.512,0.188,1.1,4.2,2.7,14.7,1.0,0.2,29.3,20.9
1077,74.0,200,78.0,31.0,7,9,11,8,6,7,8,5,13,10,5,8,9,13,10,1.433,0.499,1.795,0.335,0.204,0.956,0.213,0.295,0.84,0.351,0.227,0.32,0.709,0.273,0.386,0.659,1.16,0.25,0.021,1.07,0.679,-2.227,14.767,0.454,0.614,0.477,0.182,0.225,0.809,0.047,0.252,0.187,0.07,0.362,0.193,18.403,18.209,4.319,1.795,3.501,0.617,0.727,1.523,0.477,1.068,1.977,0.54,0.363,0.5,0.726,0.159,0.205,0.776,0.546,1.272,0.429,-3.9,-2.5,-6.3,0.37,0.533,0.178,2.9,4.5,3.7,17.4,1.4,0.2,35.6,14.2
1078,72.0,160,74.0,32.0,8,11,5,11,8,7,9,11,14,10,9,9,17,12,11,13.251,4.583,10.722,0.5,1.557,4.584,0.34,3.027,6.139,0.493,2.526,3.194,0.791,0.918,1.442,2.36,3.553,0.834,0.167,4.249,2.361,-9.362,13.093,2.888,2.141,2.585,0.972,1.472,0.66,0.472,0.724,0.652,1.584,3.945,0.402,54.306,54.652,9.386,3.945,8.471,0.554,1.499,3.804,0.394,2.444,4.667,0.524,1.001,1.223,0.818,0.222,0.555,0.4,1.222,2.891,0.423,-1.2,-0.1,-1.3,0.546,0.428,0.298,3.8,6.0,4.9,25.4,1.5,0.5,25.9,27.4
1079,78.5,205,85.0,29.0,11,7,8,7,7,4,4,11,13,13,7,6,14,12,11,3.34,1.145,2.999,0.443,0.366,1.05,0.349,0.78,1.952,0.4,0.683,1.073,0.637,0.391,0.926,1.317,1.511,0.244,0.0,1.098,0.78,-2.561,11.38,1.124,0.463,0.856,0.17,0.316,0.538,0.391,0.758,0.516,0.219,0.88,0.249,22.049,21.942,4.441,1.902,3.879,0.572,0.633,1.536,0.412,1.268,2.34,0.542,0.195,0.291,0.67,0.56,0.95,0.589,0.512,1.098,0.466,-1.4,-0.3,-1.7,0.481,0.35,0.358,3.8,9.7,6.6,20.5,1.1,0.0,24.0,18.8
1080,70.5,175,74.0,31.0,5,13,9,9,8,5,5,16,9,7,11,12,16,12,11,4.817,1.764,4.263,0.46,0.394,1.526,0.258,1.368,2.735,0.5,0.894,1.263,0.708,0.13,0.606,0.736,1.157,0.42,0.0,1.658,0.736,-1.262,12.354,1.051,0.79,1.081,0.368,0.552,0.667,0.158,0.237,0.667,0.841,1.947,0.432,21.231,21.175,4.921,2.105,4.157,0.592,0.709,1.762,0.402,1.395,2.395,0.582,0.501,0.527,0.951,0.13,0.29,0.448,0.762,1.579,0.483,-2.2,-1.8,-4.0,0.5,0.358,0.296,1.3,6.0,3.7,18.9,2.0,0.0,25.6,27.4
1081,75.5,200,76.0,26.0,7,8,6,7,8,7,7,16,8,9,6,8,10,11,11,2.755,1.073,2.389,0.515,0.317,0.927,0.342,0.758,1.464,0.518,0.292,0.317,0.921,0.244,0.586,0.83,1.878,0.685,0.121,1.146,0.976,-0.488,10.998,0.927,0.78,0.463,0.267,0.391,0.683,0.195,0.34,0.574,0.292,0.734,0.398,20.454,20.539,3.389,1.415,3.659,0.463,0.56,1.683,0.333,0.856,1.978,0.433,0.267,0.39,0.685,0.096,0.317,0.303,0.488,1.269,0.385,-1.0,0.7,-0.2,0.545,0.388,0.133,2.5,6.3,4.3,26.6,3.3,1.0,31.2,16.0
1082,74.0,175,78.0,26.5,9,5,7,7,8,5,10,10,15,8,17,4,16,15,11,11.001,4.099,10.025,0.456,0.949,3.388,0.28,3.147,6.632,0.475,1.854,3.537,0.524,0.682,2.003,2.685,5.684,0.976,0.022,3.805,2.585,-0.463,10.543,3.707,2.878,2.804,1.562,2.39,0.654,0.292,0.756,0.386,1.295,3.487,0.371,57.981,57.784,10.267,4.438,9.706,0.529,1.39,4.146,0.335,3.048,5.559,0.548,0.78,1.122,0.695,0.755,0.854,0.884,1.511,3.584,0.422,-0.1,0.2,0.2,0.475,0.338,0.353,2.4,7.6,4.9,30.9,1.7,0.1,24.7,23.6
1083,70.5,175,73.0,29.5,9,6,6,8,8,6,12,11,12,16,12,5,15,5,10,9.0,3.73,8.189,0.459,0.053,0.35,0.151,3.676,7.838,0.469,1.486,2.81,0.529,0.539,1.571,2.11,5.326,1.541,0.026,3.812,2.082,3.889,7.737,3.947,2.486,2.54,1.81,2.623,0.69,0.162,0.757,0.214,1.703,4.459,0.382,60.55,60.053,9.677,4.242,9.973,0.485,1.189,3.919,0.303,3.054,6.054,0.504,0.755,1.055,0.716,0.514,0.756,0.68,1.785,4.244,0.421,-1.2,0.6,-0.6,0.477,0.043,0.343,2.0,5.6,3.9,25.9,2.5,0.1,28.8,20.0
1084,72.0,175,74.0,27.5,7,4,5,6,7,2,6,5,11,14,12,2,11,7,9,2.819,1.077,2.999,0.389,0.179,0.794,0.225,0.898,2.205,0.407,0.487,1.078,0.452,0.255,0.796,1.051,1.127,0.204,0.077,1.615,0.95,-3.486,10.268,0.975,0.818,1.076,0.359,0.743,0.483,0.128,0.256,0.5,0.41,1.204,0.341,20.115,20.294,4.103,1.691,3.796,0.54,0.718,1.974,0.364,0.975,1.82,0.536,0.385,0.513,0.75,0.18,0.256,0.703,0.41,1.052,0.39,-3.8,-0.3,-4.2,0.406,0.265,0.359,2.8,8.3,5.6,17.4,1.0,0.7,31.7,23.1
1085,75.0,175,80.0,28.5,6,13,14,10,7,3,7,9,11,8,13,11,15,5,12,6.028,2.17,5.826,0.439,0.77,2.742,0.281,1.401,3.085,0.454,0.916,1.141,0.803,0.401,1.686,2.087,2.856,0.43,0.057,2.999,1.972,-3.631,13.333,1.316,1.8,0.886,0.486,0.799,0.608,0.172,0.4,0.43,0.744,1.886,0.394,46.651,46.436,10.63,4.285,8.884,0.598,2.057,4.857,0.424,2.229,4.029,0.553,0.601,0.715,0.841,0.257,0.428,0.6,1.372,2.887,0.475,-3.3,-1.5,-4.8,0.476,0.471,0.196,1.9,8.9,5.2,18.8,0.9,0.2,32.2,18.1
1086,73.5,185,79.0,35.0,5,9,13,9,8,8,10,17,15,13,6,8,16,16,12,10.973,3.488,9.053,0.49,1.892,5.864,0.323,1.594,3.188,0.5,2.107,2.917,0.722,0.919,1.784,2.703,5.137,1.0,0.08,3.0,2.783,-3.462,13.785,2.434,3.162,2.187,0.835,0.974,0.857,0.377,0.784,0.481,0.378,1.433,0.264,48.97,48.863,10.162,4.214,8.919,0.569,1.73,4.54,0.381,2.487,4.378,0.568,0.892,1.161,0.768,0.566,0.703,0.805,1.026,2.515,0.408,1.2,-0.7,0.5,0.531,0.648,0.322,4.0,8.1,6.0,37.6,2.1,0.3,22.5,24.5
1087,75.0,195,80.0,26.0,8,8,9,10,8,6,6,10,13,13,10,7,13,9,11,3.144,1.144,3.059,0.434,0.37,1.227,0.302,0.77,1.829,0.421,0.488,0.858,0.569,0.457,0.656,1.113,1.772,0.399,0.0,1.998,1.029,-1.741,10.771,0.97,0.801,0.743,0.341,0.573,0.595,0.143,0.316,0.453,0.284,0.944,0.301,23.175,23.155,4.171,1.743,3.915,0.533,0.685,1.8,0.381,1.057,2.114,0.5,0.399,0.628,0.635,0.226,0.226,1.0,0.428,1.256,0.341,-3.3,-0.1,-3.4,0.457,0.401,0.28,4.1,6.7,5.3,24.2,1.7,0.0,36.8,20.9
1088,70.5,170,77.0,27.5,1,6,10,7,4,4,12,9,14,12,11,4,10,9,10,7.158,2.819,6.476,0.491,0.726,2.228,0.326,2.091,4.248,0.492,0.794,1.729,0.459,0.544,1.229,1.773,5.183,0.774,0.091,3.568,2.049,-1.022,11.107,2.228,1.977,2.114,0.863,1.525,0.566,0.25,0.409,0.611,0.976,2.318,0.421,54.996,55.652,11.433,4.749,9.955,0.574,1.934,4.84,0.4,2.818,5.115,0.551,0.955,1.273,0.75,0.364,0.616,0.591,1.5,3.228,0.465,-1.3,-1.3,-2.6,0.495,0.344,0.267,2.2,4.9,3.6,27.2,1.4,0.3,33.0,17.7
1089,78.5,210,81.0,28.5,8,12,9,9,12,5,6,10,13,13,12,11,11,16,11,9.95,3.587,8.22,0.511,1.22,3.61,0.338,2.366,4.611,0.513,1.562,2.391,0.653,1.048,2.221,3.269,4.975,1.171,0.22,5.049,2.902,-9.099,12.265,2.78,3.318,2.439,1.024,1.391,0.736,0.34,0.683,0.498,0.976,2.538,0.385,58.318,58.031,13.193,5.462,11.61,0.568,2.268,5.805,0.391,3.195,5.804,0.55,0.855,1.124,0.761,0.438,0.61,0.718,1.9,4.074,0.466,-2.0,-1.2,-3.1,0.537,0.439,0.291,3.8,8.4,6.1,28.4,2.0,0.7,35.3,22.0
1090,71.0,195,79.0,26.0,9,13,10,16,6,4,15,12,9,15,10,11,16,10,12,13.124,4.682,10.438,0.51,1.292,3.926,0.329,3.389,6.514,0.52,2.463,3.316,0.743,0.659,1.779,2.438,3.074,1.146,0.023,4.246,2.244,-7.001,11.693,3.902,2.196,2.585,1.39,2.001,0.695,0.56,0.83,0.675,1.439,3.685,0.391,57.537,57.546,9.828,4.122,9.487,0.518,1.584,4.879,0.325,2.537,4.611,0.55,0.95,1.196,0.794,0.317,0.56,0.566,1.27,2.853,0.445,-1.9,0.3,-1.5,0.552,0.376,0.318,2.5,6.8,4.6,20.3,2.0,0.1,26.3,25.5
1091,75.5,190,78.0,27.0,8,12,9,10,9,8,15,6,11,13,9,10,16,5,10,13.074,4.782,11.049,0.497,1.414,3.877,0.365,3.366,7.17,0.469,2.098,2.757,0.761,1.049,2.05,3.099,3.268,1.367,0.171,3.78,2.0,-6.122,11.728,3.66,2.902,2.295,1.461,1.977,0.739,0.366,0.706,0.518,1.535,4.489,0.342,57.472,57.48,8.928,3.878,9.123,0.489,1.171,3.83,0.306,2.706,5.293,0.511,0.95,1.244,0.764,0.367,0.584,0.628,1.389,3.462,0.401,-1.4,1.2,-0.2,0.533,0.351,0.25,3.9,7.6,5.7,20.1,2.4,0.5,23.6,25.3
1092,73.5,170,78.25,29.0,11,11,15,13,9,7,9,16,15,4,10,9,13,7,11,11.562,4.074,10.341,0.499,2.172,6.0,0.362,1.904,4.343,0.438,1.244,1.707,0.729,0.659,1.389,2.048,3.463,0.804,0.049,3.365,2.462,-16.122,14.746,1.853,1.925,1.609,0.464,0.78,0.595,0.464,1.121,0.414,0.976,2.439,0.4,51.738,51.783,9.684,4.097,8.805,0.55,1.488,4.463,0.333,2.611,4.34,0.602,0.952,1.072,0.888,0.268,0.39,0.687,1.389,2.879,0.482,-1.1,-0.5,-1.6,0.521,0.58,0.165,2.6,5.9,4.2,28.7,1.5,0.2,23.3,24.9
1093,77.0,190,81.0,27.0,6,9,7,7,10,4,13,12,15,16,14,7,17,19,12,14.885,5.25,11.364,0.499,0.841,2.545,0.33,4.411,8.817,0.5,3.545,4.704,0.754,1.205,2.886,4.091,5.614,1.205,0.088,3.614,2.978,7.34,9.337,5.182,3.206,3.388,2.227,3.499,0.636,0.364,0.707,0.515,1.819,4.613,0.394,59.433,59.275,9.749,4.248,9.591,0.508,1.251,3.841,0.326,3.001,5.749,0.522,1.184,1.431,0.827,0.681,0.863,0.789,1.137,3.455,0.329,1.5,1.3,2.8,0.554,0.224,0.414,4.3,10.0,7.2,29.5,2.0,0.3,21.2,25.2
1094,75.5,190,79.25,30.5,4,16,16,8,3,8,12,8,15,13,13,11,10,9,12,12.866,4.201,9.11,0.584,2.244,5.71,0.393,1.956,3.399,0.575,2.223,2.555,0.87,0.465,1.491,1.956,4.912,0.667,0.042,3.135,2.067,13.644,16.438,2.002,1.737,2.045,0.822,0.998,0.824,0.177,0.356,0.497,0.955,2.045,0.467,52.643,52.623,8.224,3.377,8.554,0.48,1.466,4.377,0.335,1.911,4.178,0.457,0.664,0.71,0.935,0.178,0.4,0.445,1.066,3.068,0.347,1.2,0.8,2.0,0.629,0.627,0.28,2.0,6.1,4.1,27.2,1.3,0.1,23.4,22.5
1095,77.5,215,79.0,28.0,6,8,15,13,11,9,10,17,14,14,12,7,15,13,13,6.276,2.051,4.525,0.533,0.723,2.2,0.329,1.325,2.324,0.57,1.451,1.975,0.735,0.3,0.875,1.175,3.45,0.677,0.024,1.5,0.9,4.875,11.667,1.501,1.898,1.424,0.701,0.825,0.85,0.051,0.125,0.408,0.575,1.375,0.418,27.625,27.588,4.601,1.977,4.349,0.529,0.649,2.051,0.316,1.324,2.301,0.575,0.399,0.425,0.939,0.224,0.325,0.689,0.7,1.549,0.452,2.8,0.5,3.2,0.582,0.486,0.436,2.6,6.9,4.8,36.0,2.5,0.2,21.8,22.8
1096,78.0,195,80.0,30.5,8,14,11,12,4,8,11,17,11,13,8,10,15,7,13,12.814,4.633,10.474,0.514,1.501,4.342,0.346,3.132,6.13,0.511,2.053,2.818,0.729,0.765,1.787,2.552,4.105,1.447,0.052,2.423,1.737,1.999,12.313,3.159,1.5,2.184,1.079,1.447,0.746,0.5,0.737,0.678,1.552,3.946,0.393,47.151,47.144,9.554,3.763,8.713,0.548,2.026,5.209,0.389,1.736,3.499,0.496,0.475,0.632,0.752,0.079,0.105,0.752,1.185,2.762,0.429,1.7,-0.3,1.4,0.547,0.415,0.269,3.4,8.3,5.8,30.6,3.1,0.2,17.1,27.0
1097,72.5,195,76.0,31.5,10,9,11,5,8,6,11,6,12,10,16,6,13,8,11,11.395,4.094,9.929,0.459,0.93,3.025,0.307,3.163,6.907,0.458,2.279,3.234,0.705,0.698,1.698,2.396,3.231,0.557,0.021,4.953,3.187,-6.42,11.492,3.352,1.863,2.836,1.301,2.301,0.565,0.373,0.837,0.446,1.489,3.77,0.395,54.294,54.199,9.953,4.257,9.489,0.525,1.441,4.186,0.344,2.815,5.303,0.531,1.185,1.303,0.909,0.232,0.488,0.475,1.396,3.512,0.397,-2.8,-0.1,-2.9,0.502,0.305,0.326,2.8,6.4,4.7,21.5,1.0,0.1,30.4,26.8
1098,75.5,195,80.0,26.5,7,10,5,13,5,6,9,17,17,13,10,8,18,8,11,8.127,2.874,6.824,0.469,0.65,2.424,0.268,2.226,4.401,0.506,1.725,2.5,0.69,0.575,1.675,2.25,7.024,1.924,0.074,3.749,2.15,8.474,9.859,2.949,2.724,1.976,1.176,1.5,0.784,0.3,0.574,0.523,0.749,2.325,0.322,55.672,55.644,10.25,4.276,9.851,0.52,1.7,5.174,0.329,2.576,4.675,0.551,0.849,1.0,0.849,0.276,0.525,0.526,1.448,3.151,0.46,0.4,0.0,0.4,0.513,0.355,0.366,2.5,6.3,4.5,35.6,3.5,0.3,32.1,19.2
1099,73.0,180,74.25,31.5,8,15,9,14,9,8,14,8,10,12,11,13,7,11,11,10.934,3.63,8.217,0.537,1.567,4.153,0.377,2.065,4.063,0.508,2.106,2.261,0.931,0.697,1.563,2.26,2.672,0.695,0.217,3.305,2.478,10.479,15.383,1.697,2.065,1.977,0.37,0.587,0.63,0.479,0.739,0.648,1.215,2.74,0.443,54.62,54.797,9.478,4.043,9.913,0.478,1.392,3.934,0.354,2.652,5.98,0.443,0.976,1.216,0.803,0.414,0.826,0.501,1.262,3.934,0.321,-1.9,0.4,-1.5,0.593,0.505,0.275,2.8,6.1,4.5,14.5,1.3,0.7,26.4,20.3
1100,74.0,205,76.0,30.0,6,10,10,12,6,3,4,6,11,9,11,8,13,8,10,3.073,1.048,2.488,0.485,0.318,0.977,0.325,0.732,1.513,0.484,0.659,0.904,0.729,0.145,0.562,0.707,0.951,0.219,0.0,1.266,0.901,-2.438,14.183,0.537,0.388,0.78,0.22,0.317,0.694,0.049,0.097,0.505,0.462,1.099,0.42,19.169,19.159,3.952,1.608,3.437,0.574,0.731,1.685,0.434,0.879,1.756,0.501,0.244,0.341,0.716,0.145,0.219,0.662,0.488,1.196,0.408,-2.9,-1.1,-4.0,0.532,0.393,0.363,1.7,6.2,4.0,14.7,1.2,0.0,30.5,19.7
1101,74.5,195,74.0,38.0,7,13,10,11,9,7,14,8,12,10,12,11,14,7,12,9.343,3.23,8.285,0.436,0.772,2.828,0.273,2.457,5.458,0.45,2.115,2.514,0.841,0.799,1.802,2.601,3.4,1.001,0.028,4.429,2.258,-10.285,10.643,2.858,1.402,2.057,0.971,1.514,0.641,0.457,0.83,0.551,1.028,3.114,0.33,48.532,48.419,9.628,4.142,8.628,0.558,1.343,3.743,0.359,2.801,4.886,0.573,0.999,1.314,0.76,0.342,0.658,0.52,1.457,2.913,0.5,-2.7,-0.4,-3.1,0.497,0.341,0.303,3.6,8.3,6.0,27.3,2.1,0.1,32.0,26.5
1102,76.5,200,78.0,26.0,12,14,10,10,17,13,20,10,16,15,20,13,14,11,14,18.219,5.975,13.903,0.496,1.828,5.39,0.339,4.145,8.514,0.487,4.439,5.56,0.798,1.099,3.656,4.755,8.267,1.023,0.244,3.292,2.172,2.56,13.111,4.585,3.514,3.44,1.61,2.707,0.595,0.682,1.023,0.667,1.853,4.781,0.388,65.048,65.064,7.708,3.389,9.316,0.414,0.929,4.0,0.232,2.463,5.316,0.463,0.998,1.245,0.802,0.366,0.586,0.625,1.098,3.489,0.315,4.0,3.5,7.4,0.557,0.388,0.4,3.8,12.7,8.2,42.4,1.6,0.7,16.8,27.6
1103,73.5,190,80.0,30.5,4,7,14,8,5,4,12,12,11,8,4,5,19,12,11,4.88,1.691,4.145,0.503,0.786,2.429,0.324,0.906,1.715,0.528,0.715,1.095,0.653,0.286,0.762,1.048,1.38,0.929,0.021,1.477,0.785,2.405,13.177,0.857,1.048,0.929,0.263,0.333,0.79,0.166,0.453,0.366,0.476,0.927,0.513,24.455,24.516,4.049,1.668,3.905,0.518,0.713,2.024,0.352,0.954,1.881,0.507,0.405,0.43,0.942,0.26,0.451,0.576,0.286,1.001,0.286,-1.7,0.6,-1.1,0.527,0.586,0.264,2.6,6.8,4.7,19.3,3.8,0.2,24.2,22.5
1104,76.5,215,82.0,30.5,7,10,7,12,6,6,7,16,9,8,8,10,13,11,11,4.593,1.739,4.356,0.47,0.619,2.405,0.257,1.119,1.953,0.573,0.5,0.953,0.525,0.358,0.451,0.809,2.355,0.618,0.07,1.238,0.998,0.407,10.561,1.621,1.953,0.856,0.499,0.643,0.776,0.309,0.379,0.815,0.308,0.931,0.331,25.206,25.045,4.761,2.024,4.406,0.54,0.714,2.12,0.337,1.308,2.288,0.572,0.429,0.5,0.858,0.213,0.261,0.816,0.667,1.523,0.438,0.3,-0.9,-0.6,0.481,0.552,0.219,2.9,4.2,3.5,27.1,2.4,0.5,20.6,21.2
1105,72.5,200,78.0,30.5,4,6,8,10,8,6,11,10,10,8,11,5,12,6,12,3.787,1.452,2.62,0.627,0.38,0.905,0.42,1.071,1.713,0.625,0.5,0.809,0.618,0.309,0.69,0.999,1.189,0.429,0.119,1.928,1.26,-2.739,9.484,1.334,1.192,0.857,0.598,0.644,0.929,0.071,0.095,0.747,0.407,0.976,0.417,23.8,23.843,4.072,1.62,3.762,0.541,0.832,1.952,0.426,0.787,1.809,0.435,0.191,0.261,0.732,0.095,0.143,0.664,0.5,1.404,0.356,-3.4,0.1,-3.3,0.636,0.345,0.309,2.8,6.6,4.6,15.8,1.8,0.9,39.3,18.6
1106,72.0,185,78.0,33.0,7,11,15,10,8,7,9,12,15,15,10,9,15,7,12,7.77,2.668,5.255,0.588,0.844,1.949,0.433,1.821,3.307,0.551,1.591,1.975,0.806,0.412,1.177,1.589,3.231,0.641,0.077,1.692,0.796,6.821,10.927,2.256,1.539,1.386,0.77,1.078,0.714,0.359,0.589,0.61,0.692,1.641,0.422,28.309,28.298,4.95,1.976,4.87,0.509,1.001,2.872,0.349,0.974,2.001,0.487,0.18,0.255,0.706,0.052,0.077,0.675,0.743,1.667,0.446,2.9,0.8,3.7,0.634,0.371,0.376,3.3,8.5,6.1,35.5,2.3,0.5,21.6,24.9
1107,75.0,200,80.0,34.5,9,9,9,7,9,5,8,8,8,12,9,7,8,9,10,7.595,2.838,7.784,0.434,1.082,3.893,0.278,1.758,3.892,0.452,0.839,1.513,0.555,0.89,1.352,2.242,1.459,0.974,0.054,3.812,2.73,-13.649,13.861,1.999,1.622,1.704,0.486,0.755,0.644,0.513,0.892,0.575,0.756,2.244,0.337,47.15,46.97,9.541,3.892,8.27,0.577,1.759,4.187,0.42,2.136,4.083,0.523,0.649,0.812,0.799,0.242,0.407,0.595,1.242,2.866,0.433,-4.8,-1.0,-5.8,0.449,0.5,0.194,3.8,6.3,5.0,11.9,2.1,0.2,31.1,23.3
1108,75.0,200,77.25,26.0,3,6,10,11,8,8,11,13,12,10,8,5,9,5,11,1.847,0.666,1.642,0.468,0.205,0.666,0.308,0.461,0.976,0.472,0.306,0.384,0.797,0.256,0.668,0.924,1.588,0.588,0.024,1.077,0.694,-0.463,16.061,0.514,0.719,0.437,0.206,0.255,0.808,0.052,0.128,0.406,0.205,0.59,0.347,17.484,17.811,2.129,0.922,2.642,0.402,0.282,1.154,0.244,0.639,1.487,0.43,0.18,0.255,0.706,0.052,0.129,0.403,0.411,1.102,0.373,-1.8,2.7,0.9,0.51,0.406,0.234,3.2,7.9,5.7,29.8,3.3,0.2,37.3,14.7
1109,75.0,185,76.0,29.0,4,13,12,15,2,5,8,8,13,12,5,9,17,10,11,12.274,4.452,11.526,0.482,2.203,7.099,0.31,2.249,4.425,0.508,1.175,1.625,0.723,0.675,1.499,2.174,2.825,1.324,0.075,4.351,2.574,-2.799,15.684,1.95,2.499,1.8,0.724,0.899,0.805,0.249,0.701,0.355,1.275,2.825,0.451,54.088,54.279,9.148,3.974,9.349,0.489,1.201,4.099,0.293,2.774,5.25,0.528,0.801,0.949,0.844,0.25,0.426,0.587,1.725,3.875,0.445,-2.6,0.4,-2.2,0.501,0.616,0.141,2.6,6.0,4.2,20.5,2.4,0.3,26.2,26.8
1110,72.5,175,76.25,29.5,4,8,14,8,5,7,16,9,15,16,12,6,17,9,10,14.287,5.335,11.812,0.493,0.977,2.81,0.348,4.358,9.0,0.484,2.645,4.358,0.607,1.0,1.524,2.524,5.619,1.096,0.094,4.024,2.239,-7.621,9.275,5.191,2.904,3.788,2.312,3.667,0.63,0.285,0.501,0.569,1.761,4.833,0.364,58.258,58.47,8.263,3.403,8.381,0.493,1.454,3.882,0.375,1.951,4.501,0.433,0.501,0.667,0.751,0.332,0.763,0.435,1.119,3.072,0.364,1.0,1.1,2.1,0.52,0.238,0.369,3.6,5.4,4.5,36.2,1.9,0.3,22.7,27.7
1111,75.0,165,80.0,28.5,5,8,9,7,6,6,10,10,11,7,5,5,5,8,11,1.712,0.527,2.159,0.311,0.29,1.393,0.208,0.236,0.764,0.309,0.369,0.551,0.67,0.235,0.422,0.657,1.632,0.394,0.079,1.684,0.815,-7.975,16.036,0.368,0.473,0.711,0.079,0.132,0.598,0.105,0.238,0.441,0.053,0.396,0.134,20.369,20.579,4.973,2.105,4.185,0.594,0.764,1.895,0.403,1.342,2.29,0.586,0.606,0.684,0.886,0.235,0.368,0.639,0.499,1.236,0.404,-4.1,-2.5,-6.6,0.356,0.645,0.255,2.5,4.6,3.5,28.9,1.9,0.6,41.2,18.2
